Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number_of_Trades,Taker_buy_volume,Taker_Buy_Quote_Volume,Ignore
1684936800000,26442.85000000,26442.86000000,26144.36000000,26254.93000000,6194.40860000,1684940399999,162938072.14465530,96110,2948.64083000,77568128.84610870,0
1684940400000,26254.93000000,26377.63000000,26080.50000000,26314.69000000,5950.33781000,1684943999999,156090107.46255700,90023,3097.85462000,81273584.58453650,0
1684944000000,26314.69000000,26326.47000000,26159.97000000,26238.01000000,2384.09871000,1684947599999,62533751.10872820,44401,1239.62592000,32513636.98069950,0
1684947600000,26238.01000000,26358.99000000,26170.18000000,26285.01000000,2314.20204000,1684951199999,60792246.77256020,37882,1241.20223000,32605553.63505690,0
1684951200000,26285.01000000,26324.41000000,26214.00000000,26220.55000000,1901.30293000,1684954799999,49943555.43558690,33224,909.49336000,23889219.52940990,0
1684954800000,26220.55000000,26397.64000000,26201.67000000,26252.33000000,2349.96235000,1684958399999,61795762.10945050,40509,1171.28517000,30802214.85515460,0
1684958400000,26252.34000000,26486.46000000,26242.62000000,26404.18000000,2878.77545000,1684961999999,75937036.87631360,47336,1539.53932000,40605860.93233240,0
1684962000000,26404.18000000,26464.65000000,26310.48000000,26368.66000000,1223.45586000,1684965599999,32298325.57182390,27225,642.68037000,16965044.50549670,0
1684965600000,26368.66000000,26406.00000000,26313.47000000,26348.52000000,746.24121000,1684969199999,19670396.23831000,19907,325.98884000,8592226.50707620,0
1684969200000,26348.52000000,26394.16000000,26318.25000000,26329.01000000,712.51394000,1684972799999,18778933.16041090,16479,376.83127000,9932271.00572770,0
1684972800000,26329.00000000,26394.37000000,26197.12000000,26236.47000000,1510.80228000,1684976399999,39702598.05091190,32410,687.06095000,18059106.99626240,0
1684976400000,26236.46000000,26318.58000000,25871.89000000,26124.08000000,4961.18524000,1684979999999,129273860.69776370,82480,2292.72385000,59752409.59248100,0
1684980000000,26124.08000000,26147.00000000,26052.88000000,26122.71000000,980.06435000,1684983599999,25582559.28168490,22804,487.80257000,12732540.01720990,0
1684983600000,26122.72000000,26227.71000000,26122.71000000,26183.72000000,1286.50113000,1684987199999,33680753.68548410,26728,634.65177000,16614228.09756930,0
1684987200000,26183.73000000,26269.30000000,26153.00000000,26224.39000000,1119.75205000,1684990799999,29352781.14989000,25483,518.21381000,13584644.72107610,0
1684990800000,26224.39000000,26279.45000000,26214.40000000,26260.12000000,876.80372000,1684994399999,23011152.23344110,20045,380.03616000,9974298.09147730,0
1684994400000,26260.11000000,26300.00000000,26220.01000000,26261.27000000,918.14311000,1684997999999,24114841.44775390,24174,418.93695000,11003382.76767890,0
1684998000000,26261.26000000,26267.29000000,26126.76000000,26131.27000000,1260.39696000,1685001599999,33008357.73675870,32711,545.78248000,14291730.98798280,0
1685001600000,26131.27000000,26252.26000000,26128.37000000,26223.87000000,1292.58748000,1685005199999,33869708.67360860,27670,613.84471000,16083818.94951260,0
1685005200000,26223.87000000,26286.76000000,26223.04000000,26284.76000000,924.32631000,1685008799999,24262533.91536580,23636,483.57380000,12694271.32911360,0
1685008800000,26284.76000000,26302.88000000,26213.79000000,26248.18000000,941.55516000,1685012399999,24718860.93873030,22071,428.55287000,11251488.62051630,0
1685012400000,26248.17000000,26335.16000000,26205.84000000,26296.62000000,1191.27834000,1685015999999,31286627.41790380,26000,516.19756000,13558703.12155830,0
1685016000000,26296.61000000,26499.99000000,26296.61000000,26403.52000000,3353.24498000,1685019599999,88547127.77386280,54188,1757.86273000,46415338.55937680,0
1685019600000,26403.52000000,26432.96000000,26269.53000000,26338.37000000,2000.33420000,1685023199999,52718994.32532160,39660,861.02983000,22693537.21278310,0
1685023200000,26338.36000000,26426.85000000,26287.90000000,26364.65000000,1932.76207000,1685026799999,50950506.69954730,36581,967.90575000,25513793.87899810,0
1685026800000,26364.66000000,26391.71000000,26168.60000000,26226.12000000,2252.36031000,1685030399999,59151931.96673300,43739,981.57566000,25781221.64864500,0
1685030400000,26226.12000000,26320.03000000,26207.47000000,26276.73000000,1544.87957000,1685033999999,40563286.18430750,29349,729.08599000,19141836.01300610,0
1685034000000,26276.73000000,26393.75000000,26250.01000000,26350.84000000,1595.73866000,1685037599999,42008365.19715980,31198,806.18327000,21220504.79853890,0
1685037600000,26350.85000000,26413.08000000,26330.47000000,26374.54000000,1501.99422000,1685041199999,39611539.41652280,28961,713.23766000,18808636.47083460,0
1685041200000,26374.53000000,26631.98000000,26370.16000000,26468.68000000,3098.11072000,1685044799999,82115941.53495030,51722,1561.27379000,41374661.91886640,0
1685044800000,26468.67000000,26522.80000000,26458.52000000,26485.21000000,814.61595000,1685048399999,21574637.02886140,20344,419.02404000,11097232.44076570,0
1685048400000,26485.21000000,26485.22000000,26437.53000000,26475.86000000,672.19930000,1685051999999,17785388.73606120,18349,268.75511000,7110480.99463570,0
1685052000000,26475.85000000,26478.44000000,26432.46000000,26454.41000000,565.98514000,1685055599999,14973188.15359480,14546,255.31672000,6754128.04969830,0
1685055600000,26454.41000000,26551.02000000,26454.41000000,26473.79000000,839.82770000,1685059199999,22252247.45554190,18276,444.46079000,11775944.66100460,0
1685059200000,26473.80000000,26505.24000000,26384.36000000,26469.93000000,1100.64504000,1685062799999,29115359.23838970,28890,534.12561000,14128565.83683540,0
1685062800000,26469.94000000,26539.34000000,26350.00000000,26414.90000000,2072.24102000,1685066399999,54816311.63245190,33646,1010.93640000,26745065.95999390,0
1685066400000,26414.90000000,26442.37000000,26385.36000000,26403.34000000,615.13573000,1685069999999,16251755.16452460,14360,295.00942000,7794011.93243660,0
1685070000000,26403.34000000,26467.56000000,26394.54000000,26435.14000000,659.12119000,1685073599999,17420020.74236450,15257,299.21218000,7907199.47678820,0
1685073600000,26435.14000000,26450.85000000,26410.03000000,26426.43000000,572.61717000,1685077199999,15134806.05867300,15091,236.02920000,6238705.84585310,0
1685077200000,26426.44000000,26432.10000000,26336.99000000,26347.43000000,834.85234000,1685080799999,22023845.42998210,21656,291.72182000,7695283.61253940,0
1685080800000,26347.44000000,26442.80000000,26327.24000000,26434.40000000,1030.08019000,1685084399999,27172849.42263890,26495,510.63781000,13470607.54720580,0
1685084400000,26434.40000000,26534.05000000,26414.36000000,26501.33000000,1532.23064000,1685087999999,40552943.44858320,33528,873.69495000,23125159.26970600,0
1685088000000,26501.34000000,26549.00000000,26468.26000000,26473.36000000,1664.40136000,1685091599999,44111184.74891020,24144,714.10167000,18924469.58059890,0
1685091600000,26473.37000000,26473.50000000,26427.93000000,26445.45000000,1165.18735000,1685095199999,30819218.69760330,21482,551.41787000,14584366.76627560,0
1685095200000,26445.46000000,26485.86000000,26423.62000000,26450.13000000,917.13231000,1685098799999,24257183.20069960,19847,448.66803000,11865584.89087190,0
1685098800000,26450.12000000,26500.00000000,26429.16000000,26463.29000000,1288.54293000,1685102399999,34093404.29530650,23920,588.91509000,15583026.48271570,0
1685102400000,26463.29000000,26528.64000000,26355.81000000,26440.04000000,2090.29052000,1685105999999,55256667.32959930,35145,864.01021000,22838595.35402370,0
1685106000000,26440.04000000,26593.35000000,26440.04000000,26539.97000000,2147.29604000,1685109599999,56964157.94391810,38750,1058.18241000,28073264.94652570,0
1685109600000,26539.98000000,26932.16000000,26539.97000000,26760.01000000,5884.01743000,1685113199999,157461590.08778850,85179,3165.79979000,84702480.54992270,0
1685113200000,26760.00000000,26846.29000000,26741.61000000,26750.21000000,2715.69143000,1685116799999,72761055.82047960,40470,1236.58441000,33134851.04925790,0
1685116800000,26750.22000000,26830.00000000,26744.63000000,26792.36000000,1276.23413000,1685120399999,34192756.57998600,26470,548.31355000,14689293.97702580,0
1685120400000,26792.35000000,26837.34000000,26686.04000000,26713.00000000,1672.57471000,1685123999999,44754278.89509990,29775,703.35499000,18819971.76964890,0
1685124000000,26713.00000000,26757.09000000,26610.49000000,26730.69000000,1922.71379000,1685127599999,51298845.32851790,34567,793.97781000,21184633.83726790,0
1685127600000,26730.68000000,26822.88000000,26730.68000000,26767.21000000,1434.76741000,1685131199999,38420997.75117390,25215,739.09927000,19791529.28291590,0
1685131200000,26767.22000000,26807.50000000,26736.11000000,26747.66000000,915.97852000,1685134799999,24519220.06504490,19666,381.31988000,10207491.11683010,0
1685134800000,26747.66000000,26790.00000000,26722.35000000,26725.24000000,668.95967000,1685138399999,17895085.45635910,15706,313.10380000,8376883.07718210,0
1685138400000,26725.23000000,26754.11000000,26686.00000000,26686.00000000,476.78842000,1685141999999,12743025.38572510,14509,176.78278000,4724891.57315510,0
1685142000000,26686.01000000,26726.77000000,26686.00000000,26705.92000000,403.68779000,1685145599999,10781161.87019020,11987,172.37566000,4603173.00909560,0
1685145600000,26705.93000000,26713.40000000,26633.00000000,26651.92000000,757.05421000,1685149199999,20188293.85179640,23352,367.95497000,9810994.85253590,0
1685149200000,26651.93000000,26713.76000000,26645.62000000,26713.76000000,944.48038000,1685152799999,25201957.67069820,14791,392.95835000,10487015.97218000,0
1685152800000,26713.75000000,26742.98000000,26688.08000000,26742.97000000,459.21649000,1685156399999,12267297.31622790,12450,225.11577000,6013656.42281210,0
1685156400000,26742.98000000,26782.73000000,26713.15000000,26752.00000000,510.19944000,1685159999999,13645324.18147990,14911,218.32268000,5839277.77922700,0
1685160000000,26752.00000000,26786.51000000,26725.50000000,26760.96000000,736.60810000,1685163599999,19707949.48581310,16545,351.31564000,9399274.70837910,0
1685163600000,26760.95000000,26763.71000000,26724.76000000,26725.16000000,417.81894000,1685167199999,11174824.23117340,12705,199.11159000,5325622.11336510,0
1685167200000,26725.16000000,26763.99000000,26710.00000000,26749.47000000,575.09910000,1685170799999,15374007.87109650,17549,310.65168000,8305971.52698180,0
1685170800000,26749.46000000,26749.47000000,26710.00000000,26722.80000000,427.07326000,1685174399999,11413391.21634220,13421,182.47412000,4876258.15855740,0
1685174400000,26722.80000000,26722.80000000,26676.17000000,26688.65000000,670.07974000,1685177999999,17888413.71081940,17249,216.40531000,5776312.80952980,0
1685178000000,26688.64000000,26732.66000000,26683.43000000,26699.17000000,447.03861000,1685181599999,11937937.86111320,15701,225.96760000,6034021.31097060,0
1685181600000,26699.16000000,26716.55000000,26667.93000000,26676.89000000,675.33439000,1685185199999,18029638.30189450,15476,297.61093000,7945712.45370090,0
1685185200000,26676.89000000,26714.01000000,26666.37000000,26699.02000000,450.38607000,1685188799999,12019823.50785240,15686,260.10854000,6941789.50204050,0
1685188800000,26699.02000000,26743.80000000,26677.40000000,26711.50000000,608.65364000,1685192399999,16258570.51454320,16007,285.72487000,7633153.62655220,0
1685192400000,26711.50000000,26777.77000000,26551.00000000,26628.29000000,1169.30285000,1685195999999,31204873.76701780,26335,511.92667000,13662884.49493350,0
1685196000000,26628.29000000,26724.19000000,26607.42000000,26666.87000000,876.55253000,1685199599999,23373187.97581650,25638,447.80067000,11940723.69768310,0
1685199600000,26666.87000000,26690.06000000,26636.98000000,26690.05000000,519.80287000,1685203199999,13859870.76130800,17541,282.02542000,7519775.10637050,0
1685203200000,26690.06000000,26694.26000000,26620.35000000,26664.07000000,526.03404000,1685206799999,14025249.61789300,17366,191.19904000,5097354.50865940,0
1685206800000,26664.07000000,26765.03000000,26663.62000000,26756.70000000,878.06118000,1685210399999,23457352.75149520,21833,465.74081000,12442945.14400880,0
1685210400000,26756.71000000,26846.00000000,26702.63000000,26702.64000000,972.08491000,1685213999999,26025760.71993970,25174,489.31222000,13102090.79467810,0
1685214000000,26702.64000000,26765.73000000,26702.63000000,26729.60000000,405.54357000,1685217599999,10844038.58001930,14960,162.78009000,4352386.44743310,0
1685217600000,26729.60000000,26751.52000000,26726.01000000,26751.52000000,338.38058000,1685221199999,9047484.99394340,13322,175.52952000,4693248.21364220,0
1685221200000,26751.52000000,26774.95000000,26733.84000000,26771.27000000,329.47792000,1685224799999,8814848.99188260,13126,150.10223000,4015680.42299520,0
1685224800000,26771.28000000,26835.93000000,26761.88000000,26803.28000000,773.85827000,1685228399999,20732887.91792360,17620,419.98028000,11252287.64127610,0
1685228400000,26803.28000000,26895.00000000,26803.27000000,26854.27000000,627.54561000,1685231999999,16844277.23640140,16936,322.18176000,8648159.06415990,0
1685232000000,26854.28000000,27119.50000000,26764.36000000,27072.42000000,2783.30210000,1685235599999,75083141.36532650,53447,1612.10849000,43495718.27963810,0
1685235600000,27072.41000000,27165.62000000,27070.83000000,27093.94000000,2381.56573000,1685239199999,64568865.00458080,43965,1109.72252000,30086433.05296910,0
1685239200000,27093.94000000,27129.64000000,27072.16000000,27100.01000000,894.21219000,1685242799999,24232255.37509320,16583,499.39647000,13533656.69553490,0
1685242800000,27100.00000000,27247.10000000,27100.00000000,27187.23000000,1945.12459000,1685246399999,52856310.49842160,31923,1097.90282000,29835328.20299160,0
1685246400000,27187.24000000,27285.52000000,27167.97000000,27167.97000000,1840.13486000,1685249999999,50107529.54211940,29293,1052.80545000,28671401.80356670,0
1685250000000,27167.98000000,27190.81000000,27128.41000000,27164.75000000,1459.78402000,1685253599999,39639530.24338610,22368,924.80699000,25112265.64496210,0
1685253600000,27164.75000000,27228.91000000,27164.75000000,27184.90000000,1455.13251000,1685257199999,39579394.24307970,25577,789.76571000,21482266.28502280,0
1685257200000,27184.90000000,27229.15000000,27182.01000000,27226.37000000,863.34309000,1685260799999,23485911.03277410,19256,461.60555000,12557231.17837970,0
1685260800000,27226.38000000,27247.42000000,27178.36000000,27197.63000000,986.50776000,1685264399999,26837558.51983390,23020,486.05703000,13223005.32320980,0
1685264400000,27197.63000000,27198.99000000,27136.01000000,27156.68000000,703.64548000,1685267999999,19116545.02299950,18922,310.39638000,8432422.99325100,0
1685268000000,27156.69000000,27218.94000000,27147.19000000,27212.35000000,628.63901000,1685271599999,17086125.59499160,20407,334.00289000,9078465.90253530,0
1685271600000,27212.34000000,27344.23000000,27153.75000000,27153.76000000,1795.88389000,1685275199999,48924503.08771750,37781,936.26707000,25507750.42742350,0
1685275200000,27153.76000000,27187.37000000,27100.02000000,27142.48000000,1070.92681000,1685278799999,29071440.24778130,25866,546.71717000,14841421.99620800,0
1685278800000,27142.49000000,27226.46000000,27134.75000000,27181.31000000,928.51519000,1685282399999,25234198.72396090,22139,431.56369000,11727412.75762300,0
1685282400000,27181.31000000,27239.99000000,27168.09000000,27190.21000000,975.37554000,1685285999999,26531802.09450150,21632,494.24675000,13443867.50845710,0
1685286000000,27190.21000000,27280.00000000,27171.56000000,27272.17000000,1084.12486000,1685289599999,29526300.80874920,25760,585.71793000,15952359.65742710,0
1685289600000,27272.17000000,27344.00000000,27224.70000000,27252.27000000,1293.84044000,1685293199999,35290723.74675680,30601,728.75904000,19878419.67272060,0
1685293200000,27252.26000000,27424.44000000,27212.91000000,27351.59000000,1824.71681000,1685296799999,49869950.69139740,35260,1034.48169000,28271183.00925770,0
1685296800000,27351.59000000,27746.33000000,27314.49000000,27589.75000000,5361.54706000,1685300399999,147810328.82194300,92115,2871.84310000,79155857.78255250,0
1685300400000,27589.76000000,27630.36000000,27477.56000000,27525.99000000,1660.16644000,1685303999999,45776528.49454420,32133,743.37806000,20498763.24564410,0
1685304000000,27525.99000000,27593.84000000,27525.99000000,27554.48000000,835.87875000,1685307599999,23041040.78487510,21490,424.62695000,11704143.50557830,0
1685307600000,27554.47000000,27956.00000000,27548.68000000,27835.02000000,2628.63416000,1685311199999,72944913.47559950,53110,1429.48723000,39664206.12457370,0
1685311200000,27835.03000000,28175.00000000,27835.02000000,28090.39000000,5264.43925000,1685314799999,147757628.27496840,89401,2720.13837000,76331726.37318400,0
1685314800000,28090.39000000,28261.32000000,28050.69000000,28065.00000000,3250.56801000,1685318399999,91389816.27509400,51812,1720.76131000,48384166.17773360,0
1685318400000,28065.01000000,28447.14000000,28065.00000000,28192.53000000,5865.77291000,1685321999999,165819639.51887620,88101,3071.03271000,86810761.50643180,0
1685322000000,28192.52000000,28214.68000000,28133.71000000,28166.57000000,2156.43484000,1685325599999,60764758.45743710,33686,1173.92487000,33080883.42914690,0
1685325600000,28166.57000000,28179.00000000,28096.00000000,28096.01000000,1428.54515000,1685329199999,40192319.01741980,29552,599.80694000,16875945.06347000,0
1685329200000,28096.01000000,28134.25000000,27914.28000000,27954.99000000,2727.71419000,1685332799999,76526512.04820010,45031,1127.29129000,31629453.30581500,0
1685332800000,27954.99000000,28004.41000000,27854.00000000,27947.07000000,2298.30663000,1685336399999,64166929.12194870,40507,1068.63302000,29839484.41523720,0
1685336400000,27947.07000000,28047.01000000,27938.36000000,27990.72000000,1494.37831000,1685339999999,41830586.00876780,29990,722.21360000,20214863.69089630,0
1685340000000,27990.71000000,28037.28000000,27982.59000000,28002.49000000,1003.44480000,1685343599999,28102813.67977190,25813,437.18898000,12243901.67519060,0
1685343600000,28002.49000000,28002.55000000,27841.00000000,27907.87000000,1855.23496000,1685347199999,51768378.29240120,35888,864.88253000,24132647.64762760,0
1685347200000,27907.86000000,27945.00000000,27846.72000000,27900.61000000,1186.17515000,1685350799999,33101379.58860000,22564,495.17073000,13817800.73629010,0
1685350800000,27900.60000000,27944.77000000,27857.22000000,27939.95000000,907.58650000,1685354399999,25328298.03045210,20889,452.78830000,12636125.62768830,0
1685354400000,27939.96000000,27971.01000000,27745.78000000,27857.59000000,1871.39317000,1685357999999,52156091.43326000,35540,862.83276000,24041163.38096830,0
1685358000000,27857.60000000,27936.53000000,27842.93000000,27913.87000000,1062.90718000,1685361599999,29645589.12346610,23198,542.60590000,15132890.97642060,0
1685361600000,27913.87000000,27949.70000000,27862.92000000,27876.98000000,972.08024000,1685365199999,27117358.71077660,22344,429.52238000,11982052.63596680,0
1685365200000,27876.98000000,27944.13000000,27862.44000000,27903.12000000,1134.13561000,1685368799999,31644056.42451370,26330,530.91429000,14812326.57540730,0
1685368800000,27903.12000000,27932.53000000,27699.00000000,27787.77000000,2069.21576000,1685372399999,57575158.11291230,38787,901.26710000,25075677.84053030,0
1685372400000,27787.77000000,27841.94000000,27588.00000000,27630.51000000,3367.56031000,1685375999999,93244777.46968050,62076,1537.32238000,42567631.12546680,0
1685376000000,27630.50000000,27673.64000000,27545.53000000,27597.24000000,3363.29117000,1685379599999,92840577.78173450,52783,1448.25912000,39981797.21277580,0
1685379600000,27597.24000000,27737.99000000,27524.60000000,27689.14000000,2206.10680000,1685383199999,60968966.82934120,39363,1125.75222000,31117267.88872810,0
1685383200000,27689.14000000,27719.02000000,27612.36000000,27635.45000000,1185.41365000,1685386799999,32800280.19778490,23917,565.54205000,15647054.04818000,0
1685386800000,27635.46000000,27706.62000000,27621.51000000,27637.94000000,847.85027000,1685390399999,23457163.25054190,21345,459.34115000,12709139.68390630,0
1685390400000,27637.94000000,27697.70000000,27627.81000000,27682.77000000,620.80317000,1685393999999,17174531.81401680,18019,341.64791000,9451576.20548790,0
1685394000000,27682.78000000,27724.72000000,27650.00000000,27666.70000000,548.09133000,1685397599999,15173949.92818910,18263,278.47012000,7709532.42144130,0
1685397600000,27666.70000000,27693.33000000,27554.57000000,27689.22000000,1053.68751000,1685401199999,29103210.93065220,25370,577.08741000,15938570.29613170,0
1685401200000,27689.22000000,27818.00000000,27681.76000000,27736.40000000,1159.28984000,1685404799999,32175255.86392440,26223,586.35555000,16273536.26998910,0
1685404800000,27736.39000000,27768.15000000,27584.45000000,27709.55000000,1142.62432000,1685408399999,31636612.49998140,32492,505.31988000,13989648.05939070,0
1685408400000,27709.55000000,27795.55000000,27699.76000000,27766.03000000,805.67337000,1685411999999,22361712.78027730,21933,385.21148000,10691093.58673700,0
1685412000000,27766.03000000,27795.39000000,27722.74000000,27783.43000000,678.01949000,1685415599999,18819114.64536620,16040,325.75285000,9041825.14214560,0
1685415600000,27783.43000000,27940.55000000,27773.69000000,27829.23000000,1430.88893000,1685419199999,39846561.35633560,30252,705.64608000,19650789.74831920,0
1685419200000,27829.23000000,27848.09000000,27760.38000000,27776.19000000,733.62881000,1685422799999,20394750.58081170,18612,307.10669000,8537484.92038470,0
1685422800000,27776.18000000,27776.19000000,27672.93000000,27753.38000000,969.42806000,1685426399999,26877453.79379860,23716,414.46903000,11490851.58473080,0
1685426400000,27753.38000000,27821.86000000,27752.88000000,27795.81000000,835.43097000,1685429999999,23210837.42184680,21148,412.45792000,11458753.64864100,0
1685430000000,27795.82000000,27848.28000000,27729.10000000,27733.22000000,1013.19295000,1685433599999,28152123.19150440,26124,381.20403000,10592688.61351160,0
1685433600000,27733.22000000,27817.81000000,27712.19000000,27781.78000000,1052.95799000,1685437199999,29252580.27083330,22632,536.30343000,14897580.19662110,0
1685437200000,27781.77000000,27893.00000000,27781.77000000,27852.33000000,1019.62795000,1685440799999,28391795.28744560,26211,459.70393000,12799349.92837300,0
1685440800000,27852.34000000,28037.22000000,27852.33000000,27900.18000000,2404.59354000,1685444399999,67236200.22039300,45216,1257.84289000,35167382.44724600,0
1685444400000,27900.18000000,28038.59000000,27856.85000000,28021.40000000,1991.33792000,1685447999999,55677397.68868180,39223,973.68559000,27225744.62517190,0
1685448000000,28021.39000000,28027.78000000,27794.73000000,27903.51000000,2403.11474000,1685451599999,67077608.01209600,48785,968.26806000,27022059.71605800,0
1685451600000,27903.52000000,27969.65000000,27755.01000000,27800.01000000,2335.85353000,1685455199999,65146673.01234340,49368,1036.77227000,28917254.64867280,0
1685455200000,27800.02000000,27865.00000000,27621.00000000,27622.65000000,2909.60156000,1685458799999,80741378.25624740,55019,1290.18515000,35807093.21046450,0
1685458800000,27622.65000000,27738.01000000,27615.00000000,27673.08000000,1775.51775000,1685462399999,49150554.56587160,40391,883.80259000,24466446.22944420,0
1685462400000,27673.08000000,27743.48000000,27554.00000000,27713.43000000,1956.96687000,1685465999999,54138554.05165930,45553,891.82295000,24671421.83475550,0
1685466000000,27713.43000000,27776.15000000,27625.14000000,27696.12000000,1545.38259000,1685469599999,42810126.14421110,34049,779.25062000,21589254.58303610,0
1685469600000,27696.12000000,27799.00000000,27664.32000000,27765.84000000,1204.83819000,1685473199999,33420620.66360800,29985,580.54238000,16101715.77634250,0
1685473200000,27765.84000000,27862.84000000,27750.80000000,27850.20000000,1102.54064000,1685476799999,30653080.08864120,31733,533.73407000,14838557.92279320,0
1685476800000,27850.21000000,27855.13000000,27751.51000000,27762.51000000,867.54354000,1685480399999,24123665.84826370,22803,379.71139000,10557519.36779130,0
1685480400000,27762.52000000,27842.00000000,27655.14000000,27719.37000000,872.55040000,1685483999999,24222818.14390360,25732,405.28832000,11248866.84533250,0
1685484000000,27719.38000000,27758.91000000,27651.17000000,27738.52000000,856.88406000,1685487599999,23740298.98686690,21668,437.53671000,12119750.71792170,0
1685487600000,27738.52000000,27742.96000000,27673.44000000,27694.40000000,778.55554000,1685491199999,21571388.49628630,16948,344.90607000,9555481.49868760,0
1685491200000,27694.39000000,27757.42000000,27657.99000000,27754.78000000,653.06905000,1685494799999,18091282.81611950,20787,345.08234000,9558677.31799240,0
1685494800000,27754.79000000,27835.51000000,27738.67000000,27742.09000000,1115.07427000,1685498399999,30976501.29337450,23033,518.26060000,14397227.40549690,0
1685498400000,27742.09000000,27742.09000000,27571.04000000,27673.47000000,1957.15814000,1685501999999,54119759.47074610,35950,785.15074000,21710844.13580560,0
1685502000000,27673.47000000,27690.44000000,27600.00000000,27657.30000000,864.36479000,1685505599999,23904915.16191700,19074,368.19282000,10182570.10700670,0
1685505600000,27657.29000000,27677.67000000,27250.88000000,27257.70000000,4851.38937000,1685509199999,133042776.19587440,73847,1837.17724000,50339366.60272050,0
1685509200000,27257.70000000,27282.58000000,27021.00000000,27088.15000000,5956.78206000,1685512799999,161715106.30123240,92516,2873.96221000,78014184.85159280,0
1685512800000,27088.16000000,27188.97000000,26968.49000000,27163.37000000,2753.03347000,1685516399999,74594329.06551680,54071,1468.79800000,39801588.24894530,0
1685516400000,27163.36000000,27206.35000000,27117.71000000,27167.90000000,1291.59774000,1685519999999,35083056.98537670,27638,636.73267000,17294861.72289050,0
1685520000000,27167.91000000,27203.73000000,27107.62000000,27136.93000000,1843.63071000,1685523599999,50055041.11193320,31823,834.69448000,22661885.01197330,0
1685523600000,27136.92000000,27157.58000000,27044.86000000,27133.28000000,1840.55232000,1685527199999,49897320.58007820,32988,781.84690000,21194694.51252400,0
1685527200000,27133.27000000,27142.76000000,27046.20000000,27056.53000000,1368.46166000,1685530799999,37071276.23107390,26738,582.70454000,15784562.31189670,0
1685530800000,27056.52000000,27130.00000000,26994.33000000,27097.18000000,1999.06572000,1685534399999,54107986.12249400,35176,1058.90593000,28662654.18286040,0
1685534400000,27097.18000000,27119.00000000,27043.92000000,27072.34000000,1378.73155000,1685537999999,37350433.88270770,30382,641.41878000,17376408.60729200,0
1685538000000,27072.34000000,27231.34000000,27060.00000000,27117.11000000,1938.22341000,1685541599999,52635896.64441840,40674,1071.43088000,29093561.30965230,0
1685541600000,27117.10000000,27119.24000000,26851.00000000,27033.86000000,5162.13378000,1685545199999,139214183.55775250,87863,2416.75922000,65176224.61439140,0
1685545200000,27033.87000000,27064.03000000,26880.58000000,26911.54000000,2045.34009000,1685548799999,55134510.99245910,41969,1039.71894000,28027736.12862390,0
1685548800000,26911.55000000,26979.04000000,26839.01000000,26936.01000000,1810.52658000,1685552399999,48751685.89445420,37389,857.96281000,23105875.71503230,0
1685552400000,26936.00000000,27084.51000000,26916.35000000,27055.40000000,1785.13173000,1685555999999,48196471.54689560,38809,1004.15455000,27106909.91601250,0
1685556000000,27055.39000000,27093.32000000,27020.10000000,27037.06000000,947.99679000,1685559599999,25647108.66849560,28023,457.00107000,12363089.48432300,0
1685559600000,27037.06000000,27123.43000000,27000.20000000,27010.57000000,1064.24189000,1685563199999,28798187.80724350,28990,482.38594000,13053421.44254720,0
1685563200000,27010.57000000,27116.13000000,27005.16000000,27114.20000000,835.43916000,1685566799999,22621381.02829650,22409,440.84291000,11937033.71566250,0
1685566800000,27114.19000000,27119.77000000,27045.61000000,27090.79000000,644.01902000,1685570399999,17443757.48616170,19452,254.03940000,6879695.11096470,0
1685570400000,27090.78000000,27193.24000000,27084.92000000,27183.98000000,999.11868000,1685573999999,27116019.93315580,26045,517.76569000,14052072.63081160,0
1685574000000,27183.97000000,27299.99000000,27159.63000000,27210.35000000,1483.72375000,1685577599999,40383190.00209110,32891,687.67958000,18718578.35224550,0
1685577600000,27210.36000000,27350.00000000,27023.35000000,27065.77000000,2772.82443000,1685581199999,75417107.85481160,57885,1305.01325000,35498542.09453870,0
1685581200000,27065.76000000,27165.47000000,27059.74000000,27078.56000000,1785.47203000,1685584799999,48424380.74211310,30859,759.76611000,20604420.40711490,0
1685584800000,27078.56000000,27114.16000000,26640.00000000,26719.26000000,3775.37874000,1685588399999,101281551.48423690,66445,1552.43981000,41615427.88788020,0
1685588400000,26719.26000000,26838.89000000,26605.05000000,26779.94000000,2879.51275000,1685591999999,77009049.87472110,52426,1344.59095000,35960423.29139370,0
1685592000000,26779.93000000,26822.81000000,26746.00000000,26804.15000000,1223.77081000,1685595599999,32779396.18381660,24654,682.18120000,18272706.72568510,0
1685595600000,26804.14000000,26863.62000000,26784.89000000,26849.20000000,786.73960000,1685599199999,21108519.83338920,19989,388.38710000,10421133.95475420,0
1685599200000,26849.20000000,26883.60000000,26778.08000000,26785.13000000,1305.19049000,1685602799999,35030213.67297140,24871,569.70565000,15291685.73341930,0
1685602800000,26785.14000000,26864.09000000,26764.16000000,26802.67000000,1298.07343000,1685606399999,34799915.75864920,29638,705.29855000,18906796.36307540,0
1685606400000,26802.66000000,26922.76000000,26790.96000000,26912.53000000,1139.43470000,1685609999999,30590443.74055280,25230,646.77523000,17363544.90202140,0
1685610000000,26912.54000000,26951.07000000,26899.54000000,26908.63000000,1023.37411000,1685613599999,27554104.87715540,24347,544.75828000,14667711.56917500,0
